"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Honor y respeto a quienes los combatieron y a sus víctimas. #TerrorismoNuncaMas (2/2)",FALSE,253,"JorgeMunozPe",2021-09-11 19:22:24,FALSE,"1436772130184744960","1436772131992444930","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",36,FALSE,FALSE,NA,NA
"Ha muerto el mayor genocida de nuestra historia, pero no su banda terrorista. Cumplió insuficiente condena para las… https://t.co/5fr1qRkl0K",FALSE,1076,NA,2021-09-11 19:22:24,TRUE,NA,"1436772130184744960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",173,FALSE,FALSE,NA,NA
"Hoy estuvimos con nuestros vecinos de #SJL afectados por el aniego, en el cuarto día de abastecimiento de agua (105… https://t.co/GuJCX4sHlJ",FALSE,83,NA,2021-09-09 23:42:34,TRUE,NA,"1436112828923056130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",13,FALSE,FALSE,NA,NA
"La situación causada por el aniego en SJL es nuestra prioridad. Por ello, desde el primer día dispuse el abastecimi… https://t.co/i624vbVZlr",FALSE,135,NA,2021-09-08 21:13:16,TRUE,NA,"1435712868285091841",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",16,FALSE,FALSE,NA,NA
"El Perú no quiere más burocracia, presidente @PedroCastilloTe. Lo que necesitamos es reforzar nuestras institucione… https://t.co/gvJiDYCazM",FALSE,518,NA,2021-09-04 16:36:23,TRUE,NA,"1434193634090536964",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",95,FALSE,FALSE,NA,NA
"La constancia, esfuerzo y dedicación de Angélica Espinoza nos ha entregado hoy una medalla de oro en los juegos par… https://t.co/yOgV3NyucZ",FALSE,181,NA,2021-09-02 14:48:47,TRUE,NA,"1433441781148962820",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",17,FALSE,FALSE,NA,NA
"Nunca debemos olvidar que la corrupción y el terrorismo son anclas que frenan el desarrollo y dividen a los peruano… https://t.co/4ogEHqNW6w",FALSE,898,NA,2021-08-25 16:17:00,TRUE,NA,"1430564877270147073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",185,FALSE,FALSE,NA,NA
"La reunión que sostuve con el presidente @PedroCastilloTe marca un precedente positivo de buena vecindad y trabajo… https://t.co/njXxjWflz5",FALSE,402,NA,2021-08-18 21:40:55,TRUE,NA,"1428109679062921216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",47,FALSE,FALSE,NA,NA
"La renuncia de Héctor Béjar es una muestra de que nuestro país, hoy más que nunca, necesita autoridades comprometid… https://t.co/p7AKnNc3gs",FALSE,178,"JorgeMunozPe",2021-08-17 21:26:13,TRUE,"1427743579317972999","1427743592869675010","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",17,FALSE,FALSE,NA,NA
"Entregamos el monumento a Grau restaurado, en un día muy significativo. Nuestro reconocimiento y agradecimiento ete… https://t.co/QyOGVjLV6M",FALSE,392,NA,2021-08-17 21:26:10,TRUE,NA,"1427743579317972999",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",46,FALSE,FALSE,NA,NA
"Hoy supervisamos los trabajos de estabilización del talud del malecón Castagnola, en Magdalena del Mar. La obra, qu… https://t.co/3S7lbvndxj",FALSE,75,NA,2021-08-12 16:05:50,TRUE,NA,"1425851028352782344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",7,FALSE,FALSE,NA,NA
"https://t.co/R7mGCxW7Yi",FALSE,39,NA,2021-08-10 00:59:07,FALSE,NA,"1424898070207209472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",6,FALSE,FALSE,NA,NA
"Vacúnate, por quienes ya no están y por quienes aún luchan contra este feroz virus. A puertas de una posible tercer… https://t.co/9rfRB8ziFI",FALSE,71,NA,2021-08-06 15:23:08,TRUE,NA,"1423665954538541067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",9,FALSE,FALSE,NA,NA
"Con esta carta, remitida por la vía virtual, reiteramos nuestro compromiso de diálogo con el presidente… https://t.co/TOMGBWTf7B",FALSE,180,NA,2021-08-05 18:24:18,TRUE,NA,"1423349159306874882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",34,FALSE,FALSE,NA,NA
"Presidente Castillo, está a tiempo de corregir el rumbo y conducir al Perú por el camino de la paz y la unidad. Des… https://t.co/8JVWh9Oq0R",FALSE,9961,NA,2021-07-30 03:30:37,TRUE,NA,"1420949927555960840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",1373,FALSE,FALSE,NA,NA
"En el bicentenario patrio, expreso mis buenos deseos a @PedroCastilloTe, desde hoy presidente del Perú. Ratifico mi… https://t.co/xPj6I5glu3",FALSE,279,NA,2021-07-28 16:57:45,TRUE,NA,"1420428276158304266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",15,FALSE,FALSE,NA,NA
"Agradezco a @CiudadanosCAD por reconocer 19 iniciativas de la @MuniLima como Buenas Prácticas en Gestión Pública, d… https://t.co/Sm8dOZXSr5",FALSE,84,NA,2021-07-21 02:39:43,TRUE,NA,"1417675626023096326",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",15,FALSE,FALSE,NA,NA
"Saludo a @PedroCastilloTe, elegido presidente del Perú. Guardo la esperanza de construir un país que dialogue, cier… https://t.co/4r3e491NZe",FALSE,2522,NA,2021-07-20 00:33:09,TRUE,NA,"1417281386638106631",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",298,FALSE,FALSE,NA,NA
"Invoco a los líderes de ambos partidos políticos a exhortar a sus simpatizantes a no movilizarse ni generar aglomer… https://t.co/5bGdWDP9JF",FALSE,2083,NA,2021-07-14 23:20:08,TRUE,NA,"1415451075012870153",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",302,FALSE,FALSE,NA,NA
"Producto de una fructífera alianza con el @Minsa_Peru, hoy es realidad el Centro de Salud Mental Comunitario ""Kuyan… https://t.co/KOCPKD8U4J",FALSE,89,NA,2021-07-13 17:57:37,TRUE,NA,"1415007522306592768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",17,FALSE,FALSE,NA,NA
"Nos sumamos a la primera #Vacunatón, impulsada por el @Minsa_Peru y el presidente @FSagasti, a través de 12 brigada… https://t.co/lgieq7o7BN",FALSE,206,NA,2021-07-11 20:28:00,TRUE,NA,"1414320590178160648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",22,FALSE,FALSE,NA,NA
"Condeno rotundamente los actos de violencia contra Gahela. Mi total apoyo y compromiso de continuar con las investi… https://t.co/ApyYHgVw31",FALSE,1492,NA,2021-07-09 14:51:16,TRUE,NA,"1413511075295744006",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",127,FALSE,FALSE,NA,NA
"<U+0001F534> #ENVIVO Los invito a sumarse al Panel de Alto Nivel “Los ODS desde las ciudades"". Junto a autoridades de América… https://t.co/9mG1G8U3qW",FALSE,7,NA,2021-07-08 17:10:03,TRUE,NA,"1413183614150451207",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Hoy estuve con @alexperec, titular del @MinCulturaPe, y representantes de las comunidades de Cantagallo y asociacio… https://t.co/EFZa9zy4Ha",FALSE,25,NA,2021-07-08 00:07:53,TRUE,NA,"1412926374894002178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Los invito a sumarse mañana a este enriquecedor evento junto a los alcaldes de Montevideo, Buenos Aires, Madrid, Rí… https://t.co/ffNgagM6av",FALSE,45,NA,2021-07-07 14:47:23,TRUE,NA,"1412785322425991168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",5,FALSE,FALSE,NA,NA
"RESUMEN SEMANAL
Vecinos, les comparto algunas de las obras y acciones que ejecutamos esta semana en favor de nuestr… https://t.co/ghIxLkiwfX",FALSE,84,NA,2021-07-04 13:48:37,TRUE,NA,"1411683370426408963",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",6,FALSE,FALSE,NA,NA
"Quiero invocar a mantener la calma. Ya hemos desplegado personal en las zonas en las que se han presentado desprend… https://t.co/z3RjWRkfuY",FALSE,2433,NA,2021-06-23 04:17:34,TRUE,NA,"1407553391312707588",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",296,FALSE,FALSE,NA,NA
"Ser padre es una gran bendición y una gran responsabilidad. Quiero saludar a todos los padres que, con su esfuerzo… https://t.co/I9VTTtgWT8",FALSE,370,NA,2021-06-20 16:14:27,TRUE,NA,"1406646638727344128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",19,FALSE,FALSE,NA,NA
"Con alegría informo que Lima se ha convertido en la primera ciudad del país en desarrollar un Plan Local de Cambio… https://t.co/GbV1u4CTyx",FALSE,198,NA,2021-06-04 18:38:49,TRUE,NA,"1400884765075513344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",30,FALSE,FALSE,NA,NA
"https://t.co/KNH56llsLk",FALSE,144,NA,2021-06-03 23:00:09,FALSE,NA,"1400588144475529217",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",31,FALSE,FALSE,NA,NA
"Quiero enfatizar que NO hemos otorgado ni otorgaremos autorización alguna para realizar mítines de cierre de campañ… https://t.co/TsyRHky3G9",FALSE,5179,NA,2021-06-02 22:57:18,TRUE,NA,"1400225038125633538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",619,FALSE,FALSE,NA,NA
"Hoy, más que nunca, los peruanos NO vamos a permitir que el terror vuelva a azotar a nuestro país. Nunca más miedo,… https://t.co/HbNWMG6rAp",FALSE,368,"JorgeMunozPe",2021-05-24 18:47:22,TRUE,"1396900648139083781","1396900649749688320","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",53,FALSE,FALSE,NA,NA
"¡Enemigos del Perú! Mi absoluto repudio al atentado terrorista en San Miguel del Ene, en el VRAEM, en el que 18 per… https://t.co/ESYF0zGPpK",FALSE,810,NA,2021-05-24 18:47:22,TRUE,NA,"1396900648139083781",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",146,FALSE,FALSE,NA,NA
"Expreso mi absoluto rechazo a las agresiones contra hombres y mujeres de prensa que cubren esta segunda vuelta. La… https://t.co/8k9NGBHDhz",FALSE,2029,NA,2021-05-20 17:15:19,TRUE,NA,"1395427932177371139",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",327,FALSE,FALSE,NA,NA
"Mis más sentidas condolencias a la esposa, hijos, familiares y amigos de Pío Salazar Villarán, alcalde de La Punta,… https://t.co/DfTVuZjGHh",FALSE,145,NA,2021-05-07 20:09:13,TRUE,NA,"1390760651761594368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",15,FALSE,FALSE,NA,NA
"Junto al titular del @MINPRODUCCION, @joseluischicoma, instalamos hoy una mesa técnica de trabajo con el firme obje… https://t.co/hyGytGwP8d",FALSE,43,NA,2021-05-06 17:40:52,TRUE,NA,"1390360933013282821",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",10,FALSE,FALSE,NA,NA
"En pocos minutos estaremos junto a las madres de la olla común Villa Mosha, en San Juan de Lurigancho, a quienes ll… https://t.co/1nJ99E13uP",FALSE,46,NA,2021-05-05 16:35:08,TRUE,NA,"1389982000963067905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"Vecinos, comparto con ustedes esta nota del @DiarioElPeruano en la que se habla de la recuperación de espacios públ… https://t.co/ABOb018lix",FALSE,41,NA,2021-04-30 18:03:31,TRUE,NA,"1388192306533109762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"Indignación por la falta de respeto del @Minsa_Peru a 700 adultos mayores que deben vacunarse hoy en el CD Torre Ta… https://t.co/WjPrfI68cE",FALSE,330,NA,2021-04-23 16:04:14,TRUE,NA,"1385625572827701257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",121,FALSE,FALSE,NA,NA
"Como autoridad metropolitana, vengo trabajando junto con el @MinCulturaPe y la @PoliciaPeru para garantizar una sal… https://t.co/XVhLdOki1Y",FALSE,205,"JorgeMunozPe",2021-04-13 17:10:24,TRUE,"1382018340030398468","1382018341821370369","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",19,FALSE,FALSE,NA,NA
"La necesidad de vivienda en nuestro país es innegable, pero no puede ser usada como escudo para violentar las norma… https://t.co/SXMAaXVRmE",FALSE,318,NA,2021-04-13 17:10:23,TRUE,NA,"1382018340030398468",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",37,FALSE,FALSE,NA,NA
"Mis más sentidas condolencias a la esposa, hijos y familiares de Rolando Esteban Aguirre, regidor metropolitano, qu… https://t.co/OpxLyz5Bkb",FALSE,78,NA,2021-04-10 23:30:11,TRUE,NA,"1381026757281742853",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"Este domingo es un día crucial para nuestro país. Emitamos un voto responsable y, sobre todo, cuidemos nuestra salu… https://t.co/ZWh2XaDdbE",FALSE,429,NA,2021-04-10 19:14:34,TRUE,NA,"1380962429060968450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",56,FALSE,FALSE,NA,NA
"Una demora que NO debe volver a repetirse, y que debe llamar a la reflexión a entidades como el @Minsa_Peru y el… https://t.co/uqfJpQD8a0",FALSE,7,"JorgeMunozPe",2021-04-06 17:06:50,TRUE,"1379480721371320326","1379480733123743745","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",1,FALSE,FALSE,NA,NA
"Hoy, 108 adultos mayores del albergue municipal María Rosario Aráoz Pinto, en SJM, han esperado por más de tres hor… https://t.co/oTbziyoSAT",FALSE,11,NA,2021-04-06 17:06:48,TRUE,NA,"1379480721371320326",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",4,FALSE,FALSE,NA,NA
"En pocos minutos participaremos de la segunda jornada de vacunación contra el #COVID19 en favor de más de 100 adult… https://t.co/KxhmQD0mFZ",FALSE,58,NA,2021-04-06 13:45:32,TRUE,NA,"1379430071123857408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",5,FALSE,FALSE,NA,NA
"Vamos a agotar todas las instancias para esclarecer cada uno de los cuestionamientos y generar una norma en benefic… https://t.co/oyT5HTFBfI",FALSE,37,"JorgeMunozPe",2021-04-01 00:43:46,TRUE,"1377421394850406401","1377421396062609409","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"El Concejo Municipal aprobó hoy por mayoría la suspensión de los efectos del Reajuste Integral de Zonificación de L… https://t.co/DKbxusdEzl",FALSE,87,NA,2021-04-01 00:43:46,TRUE,NA,"1377421394850406401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"He planteado también que todos  los miembros del Concejo suscriban una Declaración Jurada a fin de transparentar qu… https://t.co/iZLwTltKNo",FALSE,123,"JorgeMunozPe",2021-03-25 17:34:50,TRUE,"1375139120398356484","1375139121669279744","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",13,FALSE,FALSE,NA,NA
"Vecinos, les comparto lo que fue la Reunión Anual de Alcaldes organizada por el @el_BID. Esta vez, el encuentro se… https://t.co/7Ng6DAVyih",FALSE,25,NA,2021-03-23 19:16:20,TRUE,NA,"1374439890373332995",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",3,FALSE,FALSE,NA,NA
"Mi más sentidas condolencias a los deudos y amigos de Monseñor Luis Bambarén SJ, tras su sensible fallecimiento. Al… https://t.co/1NoykGVAiV",FALSE,64,NA,2021-03-19 17:44:32,TRUE,NA,"1372967235363430400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",6,FALSE,FALSE,NA,NA
"Estoy proponiendo al Concejo  Metropolitano de Lima que la Vía Expresa Paseo de la República lleve el nombre de Lui… https://t.co/xszriOqsfc",FALSE,123,"JorgeMunozPe",2021-03-18 17:39:32,TRUE,"1372603589466656771","1372603591119212545","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",11,FALSE,FALSE,NA,NA
"Lamento profundamente el fallecimiento de Luis Bedoya Reyes, fundador del Partido Popular Cristiano (PPC), incansab… https://t.co/huchtDBIm5",FALSE,228,NA,2021-03-18 17:39:32,TRUE,NA,"1372603589466656771",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",20,FALSE,FALSE,NA,NA
"Vecinos, en breves momentos participaremos  del Foro de Cooperación digital Corea - Latinoamérica 2021, en el que t… https://t.co/noOTcXgKJy",FALSE,26,NA,2021-03-18 02:03:25,TRUE,NA,"1372368008337833985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Nos reunimos con los ministros del ambiente, cultura y vivienda para dialogar sobre el RIZ de Lurín. Acordamos mant… https://t.co/iAxA0vOSjp",FALSE,49,NA,2021-03-17 22:55:01,TRUE,NA,"1372320599108952064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",3,FALSE,FALSE,NA,NA
"En el #DíaInternacionalDeLaMujer quiero expresar mi aprecio y reconocimiento a todas ustedes por esa lucha diaria e… https://t.co/M8Rch89h4X",FALSE,62,NA,2021-03-08 14:46:16,TRUE,NA,"1368936106733998080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"Quiero expresar mi más sentido pésame a las familias de Víctor Eloy Espinoza y Jorge Marticorena, alcaldes de Pucus… https://t.co/0Od05kkoDy",FALSE,363,NA,2021-03-01 22:44:22,TRUE,NA,"1366519709676544002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",42,FALSE,FALSE,NA,NA
"Comprometidos en la lucha contra el #COVID19, entregamos una planta de oxígeno en SJL, ubicada en nuestro local de… https://t.co/LUC82vd9ft",FALSE,390,NA,2021-02-19 14:42:19,TRUE,NA,"1362774521200148481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",49,FALSE,FALSE,NA,NA
"Hoy participamos de la decimotercera edición del #GoreEjecutivo en el que se abordaron acciones para la atención de… https://t.co/krgBSocIs6",FALSE,14,NA,2021-02-16 18:59:05,TRUE,NA,"1361751972483899401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
